date,MOM_frictionless,MOM_naive,MOM_risk_only,MOM_borrow_aware,SIR_frictionless,SIR_naive,SIR_risk_only,SIR_borrow_aware,REV_frictionless,REV_naive,REV_risk_only,REV_borrow_aware
2021-06-22,718732783.9690576,724386862.1651347,723864429.393648,740484454.2400421,296071823.8294825,288896234.52030987,288019843.33086544,294725839.62156075,413779870.67902625,387030398.38308614,386687347.8857772,397306352.05891776
2021-06-23,736428837.4643764,743282759.8695402,742848468.4954828,759086685.847319,290466962.9640135,283357829.15346664,282507532.7290231,289150415.5050287,414850379.31736004,388217159.4039237,387857941.2430933,398421918.5922325
2021-06-24,739222164.2391199,745009370.2081095,744527387.4311414,762540494.5700002,292037387.81138366,284839948.0752747,283963949.55666375,291043618.76508504,420161969.3650169,393116887.4601796,392767781.5887167,403522199.2804185
2021-06-25,723580724.2560269,729930234.2962441,729378020.873643,747891915.0294162,288709959.3465934,281530686.3256673,280594543.1981286,288391459.845629,418564077.48783886,391897738.5712537,391493479.8435368,401996264.4946204
2021-06-28,749017105.3438362,754511125.0686103,754007436.98107,772153294.5149181,291036578.9759823,283726971.08918506,282788071.05235183,289904233.9439501,430332774.37760425,403120201.45823663,402739031.2926432,413299576.22402555
2021-06-29,767147867.5914075,771475127.8441867,771167009.7458825,789423319.1027827,293302477.4439118,285858873.9334062,284908212.05656534,291390904.3148439,433331523.089413,405544654.4817132,405172490.33093286,416135357.5770973
2021-06-30,764586053.7262243,767764358.4877818,767446114.9914544,785939836.1401498,292609587.0271266,285203775.52477306,284164978.80545,290331841.89216274,430439949.14761657,403200977.6979237,402821335.6938949,413580331.82494295
2021-07-01,754328228.4493343,757382351.3311496,757060577.7707886,776222351.4635607,289440484.74538094,282043513.6236705,281025093.5032065,287226326.74900997,432432223.61732686,404890928.64761156,404486191.9179588,415217633.39075124
2021-07-02,751906758.1596812,754870154.8090314,754681429.1481986,771871000.1654934,292476741.97362787,284934118.726327,283838918.0870766,289208514.56732744,431624308.13582826,404117381.18904114,403757565.19823235,414246483.4494939
2021-07-06,750278600.802378,753157270.3782324,753062484.9660293,769617947.0658382,295132121.2767152,287455000.7901041,286293220.5675464,291384631.4527707,430199923.5086573,402664111.5218064,402427504.6348087,412649837.706149
2021-07-07,740823799.2962508,743584922.3116914,743643470.1129045,758775277.7359854,299313378.5731255,291464728.24958897,290342051.9993398,295573856.57626516,437782536.693968,409847645.55417174,409688467.81505966,419813181.1645708
2021-07-08,737029256.7706944,739697170.1709312,739789639.486127,755481162.0655813,296409685.8827983,288567126.29327935,287476430.8638224,292163096.2754575,433140827.86492294,405572416.7539548,405370521.7171362,415363337.1204427
2021-07-09,740362652.074588,742968378.690959,742925208.4276667,758914018.5470006,296679591.8896536,288762833.55964625,287675673.76447505,292558775.5055723,440024065.24484855,411869710.3990523,411654452.01756686,421809920.22435486
2021-07-12,740319413.340496,742849323.5093318,742878065.87965,758371814.0454321,296910196.3340047,288920542.4583272,287831511.91172826,292783492.69500244,440461879.0527964,412187374.10797375,411947372.62437534,421973637.95225686
2021-07-13,724469415.6467564,726856755.0956314,726967441.082606,741247279.6366295,300928108.54206526,292772460.15775,291631427.9551904,296454364.3950842,442820985.3609997,414471734.6871745,414322690.1947241,424242168.0254595
2021-07-14,711098503.8408206,713362593.954504,713625163.1501749,726139045.1169492,302720603.29690945,294457008.1947504,293288142.6738958,298173654.0335027,456813233.5351001,427681783.3487697,427567088.033813,437607909.11891717
2021-07-15,707537470.8858689,709720346.7204069,709979220.6948049,722854715.915403,303526496.49310493,295179705.8231991,294055951.88315,298918243.83098745,460798457.7547549,431540558.42744815,431424305.1354899,441551181.6918069
2021-07-16,691614992.9666116,693663341.4049425,693944537.0602628,706241125.8109666,304310423.7808287,295881394.70387423,294780610.05523556,299679782.8294344,449860772.4899311,421207950.79694366,421070712.8402028,430935416.99052256
2021-07-19,685005690.8574507,686960888.0283538,687204996.5631108,701089024.6960438,301206055.90157944,292793121.81272274,291732061.57986784,296613054.58597314,435072809.56195134,407037543.1389461,406870576.02177113,416395924.8744037
2021-07-20,695114904.2197144,697048607.7155582,697176355.8704885,711890699.0902876,296892494.0114625,288526029.9251395,287426660.9889923,292573943.13025516,433426210.2329862,405403194.4224654,405197990.09007037,414830902.86256194
2021-07-21,716934689.3159541,718896425.560489,719080038.3274125,735320849.3875179,296884550.45498395,288460479.56724185,287308374.20811033,292440357.6542777,434184435.71646845,406133318.4924395,405913189.2917126,415574783.002955
2021-07-22,709152733.8634762,711029456.1966355,711285599.9715551,726672250.1793922,300249457.2912292,291611022.63824105,290354795.22909784,295309639.87167954,429606718.37864256,401834793.925272,401636511.846207,410915522.70655715
2021-07-23,718193621.849588,720058490.2952503,720453625.6431051,734877121.5887343,300801367.4860496,292102752.21031964,290795254.10743636,295528596.1775981,423122601.89223725,395737868.16982293,395551659.2193833,404427708.57854927
2021-07-26,757718966.034267,759692214.8035825,760270773.3773186,774473802.7236408,304516283.57708305,295675818.0586908,294251627.70864415,299412187.1931243,431640337.1384353,403500583.72960794,403361551.7816848,412555775.93836117
2021-07-27,733678634.4252017,735487635.5217421,736070419.6310786,749539648.3842624,300913077.14358586,292115048.7306344,290757565.2653511,295677586.671281,434771795.5059629,406499593.62742037,406366661.0875791,415545236.1286269
2021-07-28,738020057.8037246,739784837.0865978,740142903.4077021,755327158.0838634,302952177.1372686,294043564.4387476,292697560.6907643,297897441.4872632,434453344.0360772,406145147.7496947,406026454.01157665,415328785.83348435
2021-07-29,740593421.4384358,742323062.2605271,742594385.2373261,757973196.2217888,305033802.4179638,296030023.960416,294665878.7124889,299631145.72865,439830628.7333643,411069571.73126614,410955965.1603143,420180660.8713547
2021-07-30,741848580.9837637,743512214.9649577,743872628.6973288,759472085.9729465,306801245.5269671,297694506.5175827,296243577.19219846,301611070.2028102,436322387.21867085,407838920.06567365,407755479.0794489,416758413.1492401
2021-08-02,732965806.917517,734552840.1148578,734871211.6622617,750225343.0643768,311495283.42102134,302182327.638804,300710924.502188,305843462.82245165,433650908.47785413,405337280.8197116,405220358.89073336,414197680.54061306
2021-08-03,734660256.851053,736194605.0192169,736442886.3137659,750801783.7458599,315650264.3640896,306145914.28297406,304660381.78586924,308662383.34034276,420585752.0093985,393120266.8289642,392842908.8251534,401572576.80371475
2021-08-04,729739369.058784,731206507.1458961,731395339.3398837,746016179.9563396,324686384.92858917,314848167.7672174,313395730.0208512,317899390.4426632,411138526.0411592,384285001.96384597,383978180.0035103,392472393.00601965
2021-08-05,745392554.1006325,746827362.4977118,747014007.9851737,762232155.2326232,323715651.11071336,313834577.0819992,312374389.5791887,317115746.6709241,416246950.2247997,389055274.7484287,388823191.20591414,397471413.30921674
2021-08-06,758000613.3547678,759402223.3806881,759693875.6259851,775332279.6455557,321735792.29535246,311842090.26966774,310323185.606558,315251732.72348034,419324696.9953573,391927462.9401142,391730932.17030287,400543879.22194684
2021-08-09,774538602.4112115,775909268.3315822,776322352.3338183,792791679.9351485,319405937.69865066,309507484.7926673,308075044.64286894,312936793.3548521,436079382.9463007,407583884.81206405,407424314.1483379,416612997.97444874
2021-08-10,778666206.9420304,779977549.1499995,780499259.0690211,796658431.1479547,312536056.3407762,302768134.2116624,301327682.65876764,306495449.4589457,435591594.4843546,407123216.5352126,406971467.7034653,416418404.8354682
2021-08-11,779300378.1877278,780561293.1802268,781217879.6279781,796446438.214719,313728997.3437262,303854681.7638204,302424644.7690435,307449456.3020399,428116085.5490941,400130833.41393363,399978338.2359575,409245213.41412026
2021-08-12,772071909.8098752,773247666.4028403,773839422.4091369,788513204.0682597,314813561.68010163,304841535.2619207,303391069.43469113,308177376.4141461,422224614.03903437,394619481.3389649,394463737.93428385,403658457.7239605
2021-08-13,753155961.0355386,754221301.9439019,754852273.1226275,767782787.8342012,320317073.93675125,310118345.10165054,308667056.967549,312863028.10534954,407105716.57921064,380482902.81270456,380319236.6464068,389196467.52278554
2021-08-16,751504101.9274241,752501474.0932786,753390828.692476,764770832.5151261,323252536.716007,312904858.23338383,311401563.90894204,315026963.1686054,395917714.92290586,370020711.395652,369916509.48673874,378508761.6409345
2021-08-17,733762339.7930613,734654115.7587783,735529712.3862171,746964311.6198903,323218883.45302206,312810147.0342939,311350471.0704023,315242838.7814097,390012904.1103308,364496922.87305987,364312924.6748555,372800467.9689369
2021-08-18,740777492.6247365,741623277.2562628,742526942.4109046,754524061.9486537,324498850.0169824,313990628.60200536,312529586.77575386,316406184.517848,395629876.36648554,369743004.118833,369539913.970967,378132832.80932546
2021-08-19,743125306.9863049,743916052.3175228,744987690.1299324,755998098.7235998,327439243.5977143,316784443.85087353,315233360.57900363,318277115.3796704,380883177.56798005,355954526.65560186,355716872.11702716,363939812.51547426
2021-08-20,751654002.0093027,752401158.5151135,753340798.1979294,765842751.5875143,324892470.0796399,314250109.52676594,312787314.1563185,315862899.12938726,386388553.11855656,361096297.8735426,360872108.52529186,369227658.77795416
2021-08-23,763622227.9235255,764332184.3517337,764898280.3442827,780147777.3198764,320023908.5054224,309457639.89781594,308007647.01252866,312328034.23021734,394662885.55034643,368826139.9818383,368549873.24108547,377067230.23489463
2021-08-24,780237065.7997271,780919970.9637357,781317403.5338184,798214044.1306165,315612374.86734,305106696.79911745,303649068.62482905,308834194.35624796,419803177.6626872,392321140.6479752,392082715.93140155,401107142.26893044
2021-08-25,785988500.5796638,786612589.8485354,786965609.8501273,803563984.802382,316676749.7206379,306073238.0541432,304626827.94445056,309593497.4712779,417427613.46792895,390096083.2306685,389808900.79783,398781424.81561613
2021-08-26,776468052.6843622,777006912.7690709,777375392.0185264,794022523.1911613,317821096.2279009,307114652.0210728,305719687.2207421,310474952.70298207,414400787.1117278,387261461.9235807,386932181.78565246,395815170.55177975
2021-08-27,797648096.1284243,798172880.2304363,798442377.1381924,815792127.5616422,321370598.34101075,310488201.62886375,309046497.0715569,314293268.9183381,416016344.5003661,388766299.3418987,388376945.8586113,397293527.3864068
2021-08-30,798746952.0475657,799208925.1249057,799598639.5172888,816657651.5898777,327011099.974235,315890890.4875123,314400317.32073194,319660492.96847844,414361385.8199061,387214068.6292068,386813874.0211473,395742668.48210657
2021-08-31,793078267.498767,793458002.3353275,793741627.4585884,810720921.3767011,324474963.8258446,313355815.12521094,311815021.1994422,317418256.8010794,423570108.6791076,395805772.7842716,395456069.11895305,404664792.47607994
2021-09-01,778522021.3194321,778822988.6335068,779053655.523884,795721531.3860276,321623889.65852946,310527282.31534404,308960014.6260077,314706751.88320816,425156985.33479124,397272162.79085237,396963515.2673036,406447069.37089
2021-09-02,776287238.9480774,776516747.9692876,776666855.2829782,793429194.7328436,321767922.6972991,310592276.7879134,309052775.17868215,314870549.6206847,417604257.081665,390197475.3571284,389834646.10545254,399018079.74719954
2021-09-03,782225552.9283798,782388832.5078486,782616232.1110927,798666967.2510766,328700603.95829993,317215894.21048343,315722842.53480035,321046865.70760614,415442453.60198945,388160776.97920376,387840836.48563915,396731812.72590834
2021-09-07,763014423.2835402,763098495.660845,763307966.7854569,779021844.6652915,325526015.09812164,314077093.3328595,312636343.28302294,317820292.6395262,423900031.76298314,396040602.18396866,395710539.57447547,404383050.8513515
2021-09-08,756626686.4879768,756638416.8989546,757069561.8300167,772685047.1582432,324505980.4566592,313015533.0435341,311593529.94245857,316505031.97157127,425730669.7805458,397394127.26130444,397098117.4900462,406906613.68046874
2021-09-09,770996830.6001073,770946786.7172395,771307717.0282693,787800290.2995529,321053252.8881798,309813185.4414843,308393496.83221084,313201243.6639273,424357995.0056701,396094761.39883196,395781782.5260008,405675623.1820891
2021-09-10,776378802.6922545,776263100.2180877,776652799.1166602,793301718.1305811,324241896.1669621,312822031.1419864,311378553.8874635,316526971.1882932,426798735.76616925,398358896.3550881,398113574.6989427,408267779.0703827
2021-09-13,780689314.7503403,780506115.8401597,780894041.3219278,798188047.6176515,314714055.01826835,303539961.2044678,301998888.41801673,308140877.7959822,432706043.02844375,403865638.4467622,403628279.39655125,414323001.37203014
2021-09-14,784594939.6769676,784343369.3372858,784751557.7523097,802159916.8799375,316703705.31230205,305133657.2372362,303603846.68176615,310260151.97143006,430417931.5136504,401717305.2968453,401511268.97080696,412354397.93009675
2021-09-15,795873970.6297218,795557739.2932396,795818639.7891253,813382458.4258844,314286096.1895043,302722337.46197355,301141461.38942605,308733806.62137145,425738974.18497753,397333964.4712689,397080075.49988705,407943986.2619092
2021-09-16,803099500.9640172,802715699.3103557,802933629.5042198,821271894.3930289,311717333.00178045,300164425.7187113,298563780.638346,305607502.02343833,421150831.554688,393035345.73056984,392796347.2695367,403805516.56503993
2021-09-17,790895996.7105777,790431854.8353949,790446844.3173888,810215017.864939,305733046.4498905,294305494.7475047,292636299.63233775,301043783.89326805,422604312.8289615,394382420.65615976,394154172.388042,405702126.43319833
2021-09-20,775282792.3084906,774737780.7162645,774856450.0272322,794402224.507066,305680195.24467623,294178082.47006553,292529585.9619358,300577906.45278746,426716604.8209364,398215102.59343624,398016099.78923124,409524860.5277167
2021-09-21,771567644.7014332,770947817.9781898,770940641.0929891,790527794.262811,307664484.439667,296017993.7807643,294380321.59230983,302885882.53823835,423164677.6218214,394885621.18630606,394657691.5025633,405788263.1448724
2021-09-22,781565659.5098369,780877421.896043,780786433.0509889,801047996.871098,305793463.8735717,294132373.4531929,292375007.39096844,301004483.4031947,421860014.30228204,393656031.4261941,393390576.99118245,404434377.92291486
2021-09-23,799595140.7296497,798841648.791668,798630007.9638917,820117176.3377502,304831387.485279,293122955.52635235,291235658.55062354,300520833.45890784,417997636.7574821,390036190.3726211,389689671.09041184,400536691.4233044
2021-09-24,799787296.3955753,798959768.1859784,798839981.4129,820371386.7200843,303788025.64798474,292036343.3392888,290049204.05562955,299245644.3242477,422503909.11918956,394236931.9634764,393884543.56605077,405097001.1710306
2021-09-27,800561815.4231954,799658991.3049058,799370572.6512486,821094608.5270967,298787155.4853509,287125231.0159133,285150257.84215045,295545087.4552272,429491507.717923,400756085.1890833,400350453.4215181,412186319.8453636
2021-09-28,785900609.8347354,784911450.9141929,784739497.432443,804546839.207988,298964402.6549949,287219301.5753261,285353726.52792794,295501416.83209115,433381240.46772873,404381486.333452,403967348.6096493,415984291.86396724
2021-09-29,793207869.9084609,792148973.6902725,792189068.7875838,810232142.2347453,300547750.3523575,288674531.9491763,286869284.45452577,296835833.18391883,439425427.67411715,410020598.53271157,409648728.0316189,421905204.0088937
2021-09-30,789391698.2950447,788249860.222647,788162636.86163,805569488.877758,303303127.4497671,291264779.8456225,289596096.4777693,299525784.2111501,441003753.5633336,411490395.24361414,411190279.0479567,423146918.51363635
2021-10-01,812004913.4907324,810757740.8034593,810699906.6983868,828235566.9137295,296424993.7109705,284584673.0888053,282822820.1469083,292869667.3595167,446801473.1876474,416885640.2833078,416646625.57032096,426808727.1460488
2021-10-04,816846432.2939065,815521807.6916524,815487441.0015099,832049964.7112612,302818938.4083832,290655253.24983454,288918692.65509546,299046971.7959962,433992565.0528921,404743628.7357369,404467498.82404405,414768312.7803985
2021-10-05,833775514.1238339,832358357.7640172,832352453.6773258,849167302.7776685,304980048.39899135,292660836.5785604,290866194.539348,300075228.27890754,440551191.43096113,410857309.07285064,410580011.57008266,420238821.88967496
2021-10-06,816733741.9575311,815269920.3777021,815113921.7490876,830994180.8595287,307415912.65543896,294936181.8810613,293165863.544245,301685624.33746195,442118933.9531179,412314066.8151033,412070820.75789493,422985503.6299182
2021-10-07,827910969.4066987,826359491.0709294,825971555.1061859,842616842.9209403,303032454.1535616,290801545.4614638,289052209.99278533,297599789.98962635,445106672.11665535,415094678.50020653,414837449.47751236,425572067.1920865
2021-10-08,830842640.7624469,829216838.1814634,828855457.0498655,845071725.1900536,304250839.4369187,291901603.4058563,290161760.01600087,298936312.9883049,438769955.4068751,409174766.9526276,408873471.9723254,419065023.4480046
2021-10-11,841543345.6981548,839835534.1230575,839541492.4032974,855162613.6698883,302839877.3042687,290478032.5661326,288823216.5476599,297103331.1156551,443248402.24471945,413347439.7807244,413071348.90628844,423052815.31563884
2021-10-12,833114138.9455065,831350146.9166874,830953389.3704213,846272386.2377877,298355770.9741466,286101367.59601146,284444857.74504536,293162953.60882264,438388143.8624766,408806071.197033,408496274.2331386,418626930.2044473
2021-10-13,825016666.8973697,823182098.4026691,822676382.2709394,837979707.5854213,296792123.919977,284526431.47524977,282951615.45785266,291589681.71781194,446224053.77079004,416111587.5426822,415830064.81626195,426201164.2993006
2021-10-14,826726251.9925975,824806079.3770864,824429093.4607421,840590917.1203128,296560347.2026214,284229550.1619567,282536324.48556995,292013173.85117,444486699.7088024,414484187.4143388,414232083.831498,424077592.71857685
2021-10-15,834457054.8358967,832453119.7387267,832182909.9559734,848184724.6159805,300530762.26429576,287970662.85608685,286163550.3658207,294948516.3138654,447437659.9099657,417231332.892848,417007930.1447875,426961694.4595217
2021-10-18,862696808.236696,860573913.6999092,860291839.0439239,876783783.311993,298749663.2369803,286188443.3549316,284438686.85389084,292749282.0859666,449361835.12172556,419020679.61204135,418839203.4722446,428848241.22803557
2021-10-19,856375754.8333554,854178442.5633609,853679086.8170719,871071084.0155658,300729339.7343525,288018136.49683434,286389839.3021809,293954543.6724342,457217903.00096846,426344987.38434696,426176375.7060698,436320948.1639215
2021-10-20,868533898.1997818,866238105.1366969,865762905.6538477,882166958.2589171,301622078.22479934,288803938.4073185,287163003.3154527,294500375.93380773,459505909.9313072,428473642.9607861,428331113.1783675,438318311.22172016
2021-10-21,856405190.3994911,854046982.7176025,853426818.7669235,869774368.3556002,298152879.43507624,285391662.7424899,283770902.91958445,291195452.9247252,454978273.7566479,424242821.76438457,424105838.08488095,433745426.3754268
2021-10-22,849067349.3416775,846636440.2699126,846008200.9231571,862286196.9781137,299307482.9321951,286619351.1466443,285018596.58803284,291644515.3179998,447145986.2344466,416928531.8946898,416733290.69896954,425863070.7086191
2021-10-25,872024799.4410496,869486509.0107063,868929042.3686115,886117525.1155298,296370139.73427266,284055238.2786019,282453914.68051827,288778880.1468046,449239678.0855835,418875786.69994164,418628110.1501598,427878305.7346062
2021-10-26,867296292.031242,864681959.2715555,864239882.6788477,880508038.7381784,301667310.5565686,289066463.769057,287447199.3974684,293513187.5150781,451901769.2286737,421353328.3290301,421123380.31076545,431436064.270272
2021-10-27,851824135.0617056,849146190.7447752,848659445.1857564,865352623.2105018,303103693.54852384,290185953.7121216,288429619.5221868,295281357.35589886,449501880.83380294,419107644.6223052,418902183.8678047,429070341.8031689
2021-10-28,857809342.6909792,855038763.6923761,854505021.603721,873555461.9158167,298982410.39073336,286156812.58007747,284460748.65989673,292671068.1664587,454289544.0299076,423567603.4256587,423348926.81947255,433296726.7319839
2021-10-29,876367962.508484,873588531.9726005,873144236.0890166,893320937.2437923,295801362.4254704,283032298.62471974,281265729.7790851,289135524.18982786,455261650.4552273,424473304.839229,424261993.7101608,434236641.9132242
2021-11-01,890045590.003735,887149332.188862,886874619.2726799,907613913.0063698,290554975.55687225,277940782.70584536,276100513.9340084,285598054.4077057,461035319.67749196,431162551.9615306,430912725.6648921,441009827.0922505
2021-11-02,923140437.4823796,920067409.2170154,919963590.3722944,941888465.9434711,293202568.04696155,280401587.512315,278585273.4990658,287319177.3075539,453490774.89442205,425222831.34044194,425113258.8704718,434997193.0554803
2021-11-03,911515274.7792921,908403432.9015669,908268378.8838081,929246814.8292793,288383225.63696885,275549042.0392792,273703555.3226639,282544658.9776124,456712574.0087055,426043655.05486816,426006433.6409311,435924028.11466706
2021-11-04,912972036.0625176,909766443.8096949,909599112.1229047,931272523.9458454,289231465.0065443,276146436.34833074,274287920.3154946,283509176.1721008,446442646.2604936,414519575.0912458,414462947.52042514,424083575.33385295
2021-11-05,921759957.1007388,918413644.2735958,918146387.0419962,942169610.3444577,283883885.68666804,270954436.9320598,269200698.4685219,279163924.90669155,440813416.67107767,409401150.8326691,409314732.1915528,418764227.3644909
2021-11-08,960356485.4341948,957517599.5743679,957364983.6630504,981953530.5119946,282623977.1508737,269672269.55526465,268031765.07850227,279184164.3736507,428647416.3129742,397245067.1460102,397057778.05135256,406274386.01835513
2021-11-09,952277181.0771779,949371060.8987771,949155641.9654055,972987486.1148779,283067071.30639845,270021797.6516317,268404785.697028,278281171.99455464,425865207.8787354,394142903.4566182,394076406.6398699,403146838.718334
2021-11-10,914607090.323978,911731067.9761829,911297375.2454445,931455082.64445,287933130.85570663,274607626.9347602,272979131.96387434,281709533.2925318,440429366.76713383,407946489.3864914,407867267.2300119,417250355.99735886
2021-11-11,921794844.1840442,918801834.1337714,918300426.8787447,938175819.7273047,286158600.2235272,272840290.9921522,271257491.1663022,280122772.04646385,425682514.7723075,393924305.10546553,393721751.6884759,402843059.4683216
2021-11-12,923740948.6718074,920646425.730187,920103427.3808336,940031569.4315605,286030758.0291711,272647568.8464338,271104018.8190541,279777571.10311866,426642659.92010134,394850408.31007755,394620263.59749764,403752128.57762814
2021-11-15,913044575.6194866,909888345.2535194,909416487.7142148,927924856.6745648,286239552.5831863,272772975.0049062,271225658.4070842,279711174.0404136,437061948.70072454,404380874.3232226,404353949.9314509,413664285.1446126
2021-11-16,911810640.3107016,908562516.2504765,907993598.8286818,927183485.4713914,287846384.42231685,274091475.10513127,272528624.6061099,281329159.8216498,434724815.0959599,402027714.21513915,401931671.17091745,411159972.04845595
2021-11-17,922743834.976719,919369536.3943762,918922942.461422,937943680.3167869,291021658.66537654,277061716.68577003,275508607.3122601,284183180.24794143,430819458.89608294,398148900.1362587,398065662.6936693,407162277.0657016
2021-11-18,940278107.5059978,936760300.5923725,936403846.130864,955811484.2887702,289575272.73245364,275610260.57458276,274007622.9266544,282751011.4057988,433145849.8537994,400292719.4431452,400306301.80248606,409391326.6924907
2021-11-19,945571475.4686455,941950503.8166816,941707859.0823464,960465686.8519545,291697990.1106514,277575635.9716041,275991326.4189845,284226571.730392,422660659.83967555,390718425.5969032,390648254.64273524,399528203.1034417
2021-11-22,941425185.0175718,937732973.3043323,937537861.9718736,955520937.0641096,288849098.8511016,274783495.8073229,273142168.35909075,282064727.2623886,433960502.0916432,401492527.19206554,401481285.37029195,410582825.47326386
2021-11-23,969239293.6463771,965377335.5461211,965217283.1271058,984184912.3182657,290926124.4450747,276706264.52112174,275095279.8202236,283649657.71513706,431935149.04618675,399450691.87927985,399450483.5219427,408460488.3605838
2021-11-24,968081996.6758876,964139644.4880943,963968153.2231637,982818509.224201,294510981.34923744,280072187.0314612,278446409.73911756,286903643.6013044,434576721.4163109,401687663.0663025,401663349.7034396,410709724.1109101
2021-11-26,943867293.1973127,939924064.5942253,939713410.6490101,957780451.9716312,297773765.78804666,283131422.48370385,281631814.3908628,289371517.2659941,448541947.60116625,414538656.60378313,414562632.5098414,423921869.99014133
2021-11-29,974300558.4264983,970189497.1832285,969997345.5234245,988558858.9498285,299000253.19698125,284245152.79460245,282776360.0841148,290325929.7030317,445541361.1950368,411559986.5473505,411563867.3060188,420840622.9313987
2021-11-30,965555141.5920049,961392287.9623636,961207350.6255747,980529117.1617508,302552254.62274176,287577713.8264859,286065998.81012726,293980128.6017128,453063814.6823902,418699250.4899461,418716235.20850086,428184857.36575955
2021-12-01,965299603.4415002,961060891.3593694,960757678.0917392,979593080.1622251,310433323.7900615,295005650.3971969,293492839.6752978,301214553.52261657,438199888.685519,404954391.73065233,405074181.33505434,413652029.97580147
2021-12-02,965851018.0267583,961527342.467408,961179136.9010296,980174389.8222818,306051988.1410366,290769549.1726862,289232173.0385141,297370205.2894789,448747721.5715446,414695157.1574016,414872193.6371071,424228861.6891522
2021-12-03,976870919.2028663,972401618.3625605,972088013.5236256,990509713.3300217,305856717.5499139,290527758.24405676,288951874.11293554,296802293.9737554,441268801.1843429,407775687.3973007,407993711.93422514,417138192.4789619
2021-12-06,962301943.5340829,957794268.5750831,957525341.1544882,975556802.686014,302247150.5882627,287029912.38907015,285431667.04660285,293929844.53200513,454927172.9155318,420390956.9134055,420635538.7853987,430405808.44974554
2021-12-07,961096283.6061728,956473308.2025324,956288399.7736732,973917182.9714459,301403456.32609147,286160381.74958485,284556960.6733381,293112750.02513283,459514318.18955463,424622426.1919789,424861539.95268345,434653100.6763576
2021-12-08,951160370.1238793,946778869.1431881,946640763.4664277,962296681.5501807,298356347.54263705,283190200.00042874,281683170.1180641,289479838.5359772,468684404.8021155,433088965.7412401,433330048.4216284,443623953.1699997
2021-12-09,939875109.732715,935440204.0076216,935176517.4842105,952844461.078737,300001403.9522592,284341542.7825128,282791934.49964005,291082601.45575136,462077928.1025329,426967478.65827864,427204694.7803758,437771886.7987148
2021-12-10,955290004.1387094,950692472.6530839,950395605.3472872,967978119.654239,301747557.3918964,285658279.7198115,284095760.9222198,292443088.5524971,453138462.8929991,418600728.70278496,418858450.0963558,428906379.2518587
2021-12-13,941712620.845643,937078037.9723808,936756085.9943966,954252826.8988165,303683642.79667413,287431969.5227743,285818991.27337813,294254034.02217203,453103896.113855,418561339.7205495,418809292.7079978,428775668.81193286
2021-12-14,945789508.6002636,941044807.7237179,940789610.1498822,958068737.048423,303673333.3159153,287356704.11244726,285803528.15647006,293817091.71886927,449876173.53716403,415570926.80036557,415800832.18987316,425233588.35849583
2021-12-15,952676954.9701626,947806800.3177353,947598842.6731012,965950527.6578654,303148071.63105774,286791169.98999953,285241148.5845963,293534345.27642626,447075760.82550025,412967045.7438641,413207023.6349916,422161103.0566406
2021-12-16,947354236.6023662,942411927.937409,942246901.9496509,959736843.1457736,306935979.4142357,290327785.2584838,288878232.09005874,297058959.41198206,442783129.927928,408733527.2417368,408985330.2801538,417346145.44493634
2021-12-17,931931426.2953153,926953211.6383559,926885989.0379709,945866686.3116623,295527264.66711706,279413271.88753885,278005729.41727185,286177556.4622624,456527878.4264694,421428693.3526911,421697016.4895835,430290983.5323682
2021-12-20,938420231.365462,933314726.1087679,933259925.3920095,953387274.4419913,296387394.40973616,280164156.90966207,278819327.0278837,286770348.95917904,453864735.368415,418959907.80308986,419217805.63259953,427529436.3807568
2021-12-21,944941179.4697214,939711615.6263249,939586389.350587,959603821.9935884,293199734.9469296,277065600.3852242,275658383.1955669,283253208.385488,466364310.9541315,430504145.46061474,430716865.5557213,439454884.44752175
2021-12-22,958295948.610603,952908407.6323704,952741958.9798043,973178888.3198417,294569741.75255996,278299302.6041514,276888381.3045184,284830843.85300577,462986440.7169243,427374563.31593925,427620939.79287994,436061083.1676582
2021-12-23,950632983.5931178,945169526.6476307,944913264.3806399,967177354.8168943,294594112.91397387,278246135.329596,276796177.90115476,285857940.9503918,461778081.37692684,426249891.0539321,426505936.35803086,435055728.36862534
2021-12-27,988469750.7107301,982738158.1650347,982523896.7460185,1005378311.6254863,296464342.7013804,279831835.5447079,278355993.54714453,287167523.7711235,454726398.35264266,419724960.6490164,419958340.18735635,428012190.0066523
2021-12-28,976787879.9763477,971000156.723571,970730749.4550465,992788274.4083883,296431657.0089243,279730861.4310739,278252560.0326592,286800400.9978802,450987787.3814235,416261979.8739845,416533951.1627344,424492166.7716306
2021-12-29,996654613.9664394,990674715.7614287,990494101.2757432,1011468576.0209414,294606061.85159284,277928135.65094715,276470028.6067718,284689397.92932826,446422317.600627,412031129.72191066,412322042.90198,420031989.4310379
2021-12-30,962455123.1033827,956510079.979367,956218386.3965873,977182751.4953587,293859869.2786416,277150721.8449132,275708253.56196374,283917432.4321189,453515533.84828544,418574974.0192926,418890111.69409674,427169096.12759316
2021-12-31,971859636.215377,965750072.3149606,965452421.1090155,986145049.3723464,296328523.1014436,279431457.8405939,278037434.9363024,286302780.46011525,447209732.99790287,412739860.45563775,413065061.504121,420925221.2819268
2022-01-03,951796159.1771517,945733648.1523561,945509512.0585322,968219055.1260496,291738142.830216,275033229.41126823,273758906.671507,282864221.5707506,449506408.40373707,414851131.2861476,415165675.40095633,423081484.19674313
