date,nav_open,pnl_long,pnl_short,shadow_pnl_short,fees,rebate,financing,impact,recall_impact,n_recalls,n_reentries,n_reentry_failed,n_missing,n_short,n_long,short_notional,long_notional,fee_wavg,cash,margin_regt_initial,margin_regt_maint,margin_pm,nav,excess_equity_regt,excess_equity_pm
2019-07-19,535910694.9188779,-8680927.379104765,-1000448.9264771757,-922541.919609414,18158.585051495054,32242.02658437473,1137.2561951825842,0.0,0.0,0,0,0,1,33,34,481623633.6255146,508487686.85656786,0.01357302707371109,17723473.171676636,495055660.24104124,271609011.8017963,148516698.07231236,526244539.31102407,254635527.50922775,377727841.2387117
2019-07-22,526244539.31102407,1971061.1094220565,-2117638.527476507,-2087676.4003355647,16609.58122948852,32249.419916924726,998.1097387140798,0.0,0.0,0,0,0,1,33,34,483741298.7538709,510458765.09708494,0.012360840924723752,15622587.21465516,497100031.9254779,272737080.9004325,149130009.57764336,526114599.84139574,253377518.9409632,376984590.26375234
2019-07-23,526114599.84139574,-949127.5519787048,-7130404.5126253525,-6678281.164134105,16733.684660471983,32724.779651379584,545.7696739394913,0.0,0.0,0,0,0,1,33,34,490871694.7706938,509475852.23916525,0.012272303622200153,8542481.852965951,500173773.50492954,274630471.49099946,150052132.05147886,518051604.64145654,243421133.15045708,367999472.5899777
2019-07-24,518051604.64145654,3558827.5179678537,-8654156.342712909,-9207637.81265918,17180.543593299724,33301.72447717348,-7.70017737606499,0.0,0.0,0,0,0,1,33,34,499525867.15760213,513034683.6819245,0.01238173255928008,-95588.408806324,506280275.4197633,278116431.0677618,151884082.625929,512972389.297418,234855958.22965622,361088306.671489
2019-07-25,512972389.297418,-6495499.274953879,19240081.80655439,19255967.638336655,15445.050730338133,32019.050178843518,1224.260841208207,0.0,0.0,0,0,0,1,33,34,480285752.6826528,506539183.1767684,0.011576896112085221,19162343.601519763,493412467.9297106,270720521.59898794,148023740.3789132,525734770.08930826,255014248.49032032,377711029.7103951
2019-07-26,525734770.08930826,8101015.451713789,-3193145.2521365234,-3616358.6293521468,14766.320425215396,32231.927154879646,1021.4348499153783,0.0,0.0,0,0,0,1,33,34,483478907.3231947,514640198.05674136,0.010995051226762207,15987675.911718965,499059552.689968,273703721.71114373,149717865.80699039,530661127.33046514,256957405.6193214,380943261.52347475
2019-07-29,530661127.33046514,-3600056.4683960597,1830055.1617433731,1889351.6839575297,15330.1766565524,32109.924449173413,1139.5008261273715,0.0,0.0,0,0,0,1,33,34,481648866.7376012,511040130.7425536,0.011458271735881606,17835665.104602337,496344498.7400774,272254692.7069187,148903349.6220232,528909045.27243125,256654352.56551254,380005695.650408
2019-07-30,528909045.27243125,-1408159.3031418603,-11892107.325634396,-11833225.529098626,15726.04045663378,32765.63602656132,379.18985109285796,0.0,0.0,0,0,0,1,33,34,493540961.0695428,509631989.44191325,0.011470931515227241,5961063.161285102,501586475.255728,275470285.6813412,150475942.5767184,515626197.429076,240155911.74773484,365150254.8523576
2019-07-31,515626197.429076,137388.72053140868,3903397.535788717,4047156.432934163,16635.762859967967,34644.46557902641,-53.968149006649696,653313.673084725,0.0,0,0,0,2,33,35,519666983.6853961,519666983.6853961,0.011524447035515546,-669949.4359446168,519666983.6853961,285816841.0269678,155900095.1056188,519031624.7468815,233214783.71991366,363131529.64126265
2019-08-01,519031624.7468815,951731.1204974565,20017382.525783617,20362835.635845717,16440.488100302988,29701.39387274681,1097.3828253306676,0.0,0.0,0,0,0,2,33,35,499649616.55088085,520618718.6345211,0.011845452333107851,19365579.27054119,510134167.59270096,280049564.6238946,153040250.27781028,540015096.6817604,259965532.05786586,386974846.40395015
2019-08-02,540015096.6817604,-5757504.47746647,3849370.3973426432,2236606.0547029367,14124.9840115955,29472.57032080925,1316.9185693295692,0.0,0.0,0,0,0,2,33,35,495800248.3874453,514853098.1588679,0.010256134926743092,23239739.458757102,505326673.2731566,277453349.0559505,151598001.98194697,538123627.1065152,260670278.05056465,386525625.1245682
2019-08-05,538123627.1065152,-17325279.774027478,15867540.245342698,16077496.352392897,14495.211337361594,28396.0174124596,2206.134380617174,0.0,0.0,0,0,0,2,33,35,479932688.6612891,497527826.9959421,0.010872933235712463,39123565.37055087,488730257.8286156,268361763.34737226,146619077.34858468,536681994.51828605,268320231.1709138,390062917.16970134
2019-08-06,536681994.51828605,8711574.418971516,4809934.672210848,7945113.19367434,14295.55047985537,28111.428916244986,2478.2811928843225,0.0,0.0,0,0,0,2,33,35,475122742.2463941,506239393.80094147,0.010831723500364586,43949814.258047104,490681068.0236678,269096671.1241536,147204320.40710035,550219797.7690977,281123126.6449441,403015477.36199737
2019-08-07,550219797.7690977,6495737.387184784,1003123.6251034292,2678390.1751223304,14402.831029361552,27920.378585762406,2526.44309085205,0.0,0.0,0,0,0,2,33,35,474119636.3620031,512678537.4995279,0.010936098766875915,45025718.45082861,493399086.9307655,270405525.2834829,148019726.07922965,557734702.7720331,287329177.4885502,409714976.69280344
