accountingYearMonthNumber|symbolCode|issueName|issuerServicesGroupExchangeCode|marketClassCode|currentShortPositionQuantity|previousShortPositionQuantity|stockSplitFlag|averageDailyVolumeQuantity|daysToCoverQuantity|revisionFlag|changePercent|changePreviousNumber|settlementDate
20240112|A|Agilent Technologies Inc.|A|NYSE|2785630|3900676||1641665|1.70||-28.59|-1115046|2024-01-12
20240112|AA|Alcoa Corporation|A|NYSE|10924435|11711293||5312930|2.06||-6.72|-786858|2024-01-12
20240112|AAA|AXS First Priority CLO Bond ET|E|ARCA|28128|22826||7947|3.54||23.23|5302|2024-01-12
20240112|AAAU|Goldman Sachs Physical Gold ET|H|BZX|474720|515128||2252092|1.00||-7.84|-40408|2024-01-12
20240112|AABB|Asia Broadband Inc Common Stoc|S|OTC|20953|37||11420310|1.00||56529.73|20916|2024-01-12
20240112|AABVF|Aberdeen International Inc Ord|S|OTC|1|1||8551|1.00||0.00|0|2024-01-12
20240112|AACAF|AAC Technologies Holdings Inc|S|OTC|630515|616015||0|999.99||2.35|14500|2024-01-12
20240112|AACAY|AAC Technologies Holdings Inc|S|OTC|834|834||10374|1.00||0.00|0|2024-01-12
20240112|AACG|ATA Creativity Global American|R|NNM|4981|12941||14143|1.00||-61.51|-7960|2024-01-12
20240112|AACI|Armada Acquisition Corp. I Com|R|NNM|563|541||17667|1.00||4.07|22|2024-01-12
20240112|AACIU|Armada Acquisition Corp. I Uni|R|NNM|237|237||0|999.99||0.00|0|2024-01-12
20240112|AACIW|Armada Acquisition Corp. I War|R|NNM|626|726||2472|1.00||-13.77|-100|2024-01-12
20240112|AACT|Ares Acquisition Corporation I|A|NYSE|5932|3100||49836|1.00||91.35|2832|2024-01-12
20240112|AACTF|AURORA SOLAR TECHNOLOGIES INC|S|OTC|67|42123||32122|1.00||-99.84|-42056|2024-01-12
20240112|AACTU|Ares Acquisition Corporation I|A|NYSE|6|6||328|1.00||0.00|0|2024-01-12
20240112|AACTWS|Ares Acquisition Corporation I|A|NYSE|1571|1536||61894|1.00||2.28|35|2024-01-12
20240112|AADI|Aadi Bioscience, Inc. Common S|R|SC|883218|822211||478391|1.85||7.42|61007|2024-01-12
20240112|AADR|AdvisorShares Dorsey Wright AD|R|NNM|35|0||520|1.00||100.00|35|2024-01-12
20240112|AAFRF|Airtel Africa Plc Ordinary Sha|S|OTC|350|35||193|1.81||900.00|315|2024-01-12
20240112|AAGFF|Aftermath Silver Ltd Ordinary|S|OTC|13553|3508||243065|1.00||286.35|10045|2024-01-12
20240112|AAGH|America Great Health Common St|S|OTC|4|171||367444|1.00||-97.66|-167|2024-01-12
20240112|AAGIY|AIA Group, Ltd. Sponsored Amer|S|OTC|71247|35232||790147|1.00||102.22|36015|2024-01-12
20240112|AAGR|African Agriculture Holdings I|R|NNM|61573|158899||441039|1.00||-61.25|-97326|2024-01-12
20240112|AAGRW|African Agriculture Holdings I|R|NNM|52|52||36192|1.00||0.00|0|2024-01-12
20240112|AAGRY|Astra Agro Lestari TBK PT Unsp|S|OTC|107|104||1|107.00||2.88|3|2024-01-12
20240112|AAHIF|Asahi Co Ltd Osaka Ordinary Sh|S|OTC|6357|6657||0|999.99||-4.51|-300|2024-01-12
20240112|AAIGF|AIA Group, Ltd. Ordinary Share|S|OTC|7974229|6832303||249106|32.01||16.71|1141926|2024-01-12
20240112|AAIRF|AMERICAN AIRES INC COM NEW (Ca|S|OTC|127|0||411|1.00||100.00|127|2024-01-12
20240112|AAL|American Airlines Group Inc. C|R|NNM|48995330|58639828||42180096|1.16||-16.45|-9644498|2024-01-12
20240112|AALBF|Aalberts Industries NV Ordinar|S|OTC|51535|39753||165|312.33||29.64|11782|2024-01-12
