accountingYearMonthNumber|symbolCode|issueName|issuerServicesGroupExchangeCode|marketClassCode|currentShortPositionQuantity|previousShortPositionQuantity|stockSplitFlag|averageDailyVolumeQuantity|daysToCoverQuantity|revisionFlag|changePercent|changePreviousNumber|settlementDate
20201030|A|Agilent Technologies Inc.|A|NYSE|3132384|2922790||914090|3.43||7.17|209594|2020-10-30
20201030|AA|Alcoa Corporation|A|NYSE|10067753|11134193||4728732|2.13||-9.58|-1066440|2020-10-30
20201030|AAA|AAF First Priority CLO Bond ET|E|ARCA|6135|6215||2973|2.06||-1.29|-80|2020-10-30
20201030|AAALF|Aareal Bank AG AKT|S|OTC|18311|21306||0|999.99||-14.06|-2995|2020-10-30
20201030|AAAU|Perth Mint Physical Gold ETF (|E|ARCA|157545|16011||475770|1.00||883.98|141534|2020-10-30
20201030|AABB|Asia Broadband Inc Common Stoc|S|OTC|4499|0||29578355|1.00||100.00|4499|2020-10-30
20201030|AABVF|Aberdeen International Inc Ord|S|OTC|3058|7000||2447|1.25||-56.31|-3942|2020-10-30
20201030|AACAF|AAC Technologies Holdings Inc|S|OTC|18454404|18286316||55|999.99||0.92|168088|2020-10-30
20201030|AACAY|AAC Technologies Holdings Inc|S|OTC|116|2505||65792|1.00||-95.37|-2389|2020-10-30
20201030|AACG|ATA Creativity Global American|R|NNM|353|19903||134892|1.00||-98.23|-19550|2020-10-30
20201030|AACH|AAC HLDGS INC Common Stock|S|OTC|70802|74011||65074|1.09||-4.34|-3209|2020-10-30
20201030|AACMZ|Asia Cement Corp Global Deposi|S|OTC|1|1||0|999.99||0.00|0|2020-10-30
20201030|AACQ|Artius Acquisition Inc. Class|R|SC|14226|13030||312881|1.00||9.18|1196|2020-10-30
20201030|AACQU|Artius Acquisition Inc. Unit|R|SC|5737|3657||26503|1.00||56.88|2080|2020-10-30
20201030|AACQW|Artius Acquisition Inc Warrant|R|SC|86343|2838||109111|1.00||2942.39|83505|2020-10-30
20201030|AACTF|AURORA SOLAR TECHNOLOGIES INC|S|OTC|475|130||218854|1.00||265.38|345|2020-10-30
20201030|AADR|AdvisorShares Dorsey Wright AD|E|ARCA|135|3712||7790|1.00||-96.36|-3577|2020-10-30
20201030|AAGFF|Aftermath Silver Ltd Ordinary|S|OTC|19390|67202||556375|1.00||-71.15|-47812|2020-10-30
20201030|AAGIY|AIA Group, Ltd. Sponsored Amer|S|OTC|472436|159423||250700|1.88||196.34|313013|2020-10-30
20201030|AAHIF|Asahi Co Ltd Osaka Ordinary Sh|S|OTC|35200|38900||0|999.99||-9.51|-3700|2020-10-30
20201030|AAIC|Arlington Asset Investment Cor|A|NYSE|744738|967455||145638|5.11||-23.02|-222717|2020-10-30
20201030|AAICPRB|Arlington Asset Investment Cor|A|NYSE|348|879||1803|1.00||-60.41|-531|2020-10-30
