symbol,ex_date,type,value
AA,2016-10-06,split,0.3333333333333333
AA,2016-11-01,split,1.2484394506866416
AA,2016-11-02,dividend,0.09
AA,2021-10-28,dividend,0.1
AA,2022-03-07,dividend,0.1
AA,2022-05-16,dividend,0.1
AA,2022-08-08,dividend,0.1
AA,2022-10-31,dividend,0.1
AA,2023-03-06,dividend,0.1
AA,2023-05-15,dividend,0.1
AA,2023-08-07,dividend,0.1
AA,2023-10-30,dividend,0.1
AA,2024-03-04,dividend,0.1
AA,2024-05-20,dividend,0.1
AA,2024-08-12,dividend,0.1
AA,2024-10-29,dividend,0.1
AA,2025-03-04,dividend,0.1
AA,2025-05-20,dividend,0.1
AA,2025-08-12,dividend,0.1
AA,2025-11-04,dividend,0.1
AA,2026-03-10,dividend,0.1
AA,2026-05-19,dividend,0.1
AA,2026-08-11,dividend,0.1
AAL,2016-11-03,dividend,0.1
AAL,2017-02-09,dividend,0.1
AAL,2017-05-12,dividend,0.1
AAL,2017-08-10,dividend,0.1
AAL,2017-11-10,dividend,0.1
AAL,2018-02-05,dividend,0.1
AAL,2018-05-07,dividend,0.1
AAL,2018-08-06,dividend,0.1
AAL,2018-11-05,dividend,0.1
AAL,2019-02-05,dividend,0.1
AAL,2019-05-07,dividend,0.1
AAL,2019-08-06,dividend,0.1
AAL,2019-11-05,dividend,0.1
AAL,2020-02-04,dividend,0.1
AAPL,2016-11-03,dividend,0.1425
AAPL,2017-02-09,dividend,0.1425
AAPL,2017-05-11,dividend,0.1575
AAPL,2017-08-10,dividend,0.1575
AAPL,2017-11-10,dividend,0.1575
AAPL,2018-02-09,dividend,0.1575
AAPL,2018-05-11,dividend,0.1825
AAPL,2018-08-10,dividend,0.1825
AAPL,2018-11-08,dividend,0.1825
AAPL,2019-02-08,dividend,0.1825
AAPL,2019-05-10,dividend,0.1925
AAPL,2019-08-09,dividend,0.1925
AAPL,2019-11-07,dividend,0.1925
AAPL,2020-02-07,dividend,0.1925
AAPL,2020-05-08,dividend,0.205
AAPL,2020-08-07,dividend,0.205
AAPL,2020-08-31,split,4.0
AAPL,2020-11-06,dividend,0.205
AAPL,2021-02-05,dividend,0.205
AAPL,2021-05-07,dividend,0.22
AAPL,2021-08-06,dividend,0.22
AAPL,2021-11-05,dividend,0.22
AAPL,2022-02-04,dividend,0.22
AAPL,2022-05-06,dividend,0.23
AAPL,2022-08-05,dividend,0.23
AAPL,2022-11-04,dividend,0.23
AAPL,2023-02-10,dividend,0.23
AAPL,2023-05-12,dividend,0.24
AAPL,2023-08-11,dividend,0.24
AAPL,2023-11-10,dividend,0.24
AAPL,2024-02-09,dividend,0.24
AAPL,2024-05-10,dividend,0.25
AAPL,2024-08-12,dividend,0.25
AAPL,2024-11-08,dividend,0.25
AAPL,2025-02-10,dividend,0.25
AAPL,2025-05-12,dividend,0.26
AAPL,2025-08-11,dividend,0.26
AAPL,2025-11-10,dividend,0.26
AAPL,2026-02-09,dividend,0.26
AAPL,2026-05-11,dividend,0.27
AAPL,2026-08-10,dividend,0.27
ABAT,2023-09-11,split,0.06666666666666667
ABBV,2016-10-12,dividend,0.57
ABBV,2017-01-11,dividend,0.64
ABBV,2017-04-11,dividend,0.64
ABBV,2017-07-12,dividend,0.64
ABBV,2017-10-12,dividend,0.64
ABBV,2018-01-11,dividend,0.71
ABBV,2018-04-12,dividend,0.96
ABBV,2018-07-12,dividend,0.96
ABBV,2018-10-12,dividend,0.96
ABBV,2019-01-14,dividend,1.07
ABBV,2019-04-12,dividend,1.07
ABBV,2019-07-12,dividend,1.07
ABBV,2019-10-11,dividend,1.07
ABBV,2020-01-14,dividend,1.18
ABBV,2020-04-14,dividend,1.18
ABBV,2020-07-14,dividend,1.18
ABBV,2020-10-14,dividend,1.18
ABBV,2021-01-14,dividend,1.3
ABBV,2021-04-14,dividend,1.3
ABBV,2021-07-14,dividend,1.3
ABBV,2021-10-14,dividend,1.3
ABBV,2022-01-13,dividend,1.41
ABBV,2022-04-13,dividend,1.41
ABBV,2022-07-14,dividend,1.41
ABBV,2022-10-13,dividend,1.41
ABBV,2023-01-12,dividend,1.48
ABBV,2023-04-13,dividend,1.48
ABBV,2023-07-13,dividend,1.48
ABBV,2023-10-12,dividend,1.48
ABBV,2024-01-12,dividend,1.55
ABBV,2024-04-12,dividend,1.55
ABBV,2024-07-15,dividend,1.55
ABBV,2024-10-15,dividend,1.55
ABBV,2025-01-15,dividend,1.64
ABBV,2025-04-15,dividend,1.64
ABBV,2025-07-15,dividend,1.64
ABBV,2025-10-15,dividend,1.64
ABBV,2026-01-16,dividend,1.73
ABBV,2026-04-15,dividend,1.73
ABBV,2026-07-15,dividend,1.73
ABEV,2016-11-01,dividend,0.051
ABEV,2016-12-22,dividend,0.067
ABEV,2017-01-24,dividend,0.021
ABEV,2017-06-26,dividend,0.049
ABEV,2017-12-19,dividend,0.096
ABEV,2018-02-01,dividend,0.022
ABEV,2018-06-18,dividend,0.044
ABEV,2018-12-19,dividend,0.083
ABEV,2019-12-20,dividend,0.117
ABEV,2020-12-18,dividend,0.079
ABEV,2021-01-14,dividend,0.015
ABEV,2021-12-20,dividend,0.108
ABEV,2022-12-20,dividend,0.146
ABEV,2023-12-22,dividend,0.147
ABEV,2024-12-23,dividend,0.108
ABEV,2025-03-18,dividend,0.022
ABEV,2025-05-19,dividend,0.024
ABEV,2025-08-11,dividend,0.023
ABEV,2026-06-24,dividend,0.009
ABT,2016-10-12,dividend,0.26
ABT,2017-01-11,dividend,0.265
ABT,2017-04-11,dividend,0.265
ABT,2017-07-12,dividend,0.265
ABT,2017-10-12,dividend,0.265
ABT,2018-01-11,dividend,0.28
ABT,2018-04-12,dividend,0.28
ABT,2018-07-12,dividend,0.28
ABT,2018-10-12,dividend,0.28
ABT,2019-01-14,dividend,0.32
ABT,2019-04-12,dividend,0.32
ABT,2019-07-12,dividend,0.32
ABT,2019-10-11,dividend,0.32
ABT,2020-01-14,dividend,0.36
ABT,2020-04-14,dividend,0.36
ABT,2020-07-14,dividend,0.36
ABT,2020-10-14,dividend,0.36
ABT,2021-01-14,dividend,0.45
ABT,2021-04-14,dividend,0.45
ABT,2021-07-14,dividend,0.45
ABT,2021-10-14,dividend,0.45
ABT,2022-01-13,dividend,0.47
ABT,2022-04-13,dividend,0.47
ABT,2022-07-14,dividend,0.47
ABT,2022-10-13,dividend,0.47
ABT,2023-01-12,dividend,0.51
ABT,2023-04-13,dividend,0.51
ABT,2023-07-13,dividend,0.51
ABT,2023-10-12,dividend,0.51
ABT,2024-01-11,dividend,0.55
ABT,2024-04-12,dividend,0.55
ABT,2024-07-15,dividend,0.55
ABT,2024-10-15,dividend,0.55
ABT,2025-01-15,dividend,0.59
ABT,2025-04-15,dividend,0.59
ABT,2025-07-15,dividend,0.59
ABT,2025-10-15,dividend,0.59
ABT,2026-01-15,dividend,0.63
ABT,2026-04-15,dividend,0.63
ABT,2026-07-15,dividend,0.63
ACI,2020-10-23,dividend,0.1
ACI,2021-01-25,dividend,0.1
ACI,2021-04-23,dividend,0.1
ACI,2021-07-23,dividend,0.1
ACI,2021-10-28,dividend,0.12
ACI,2022-01-25,dividend,0.12
ACI,2022-04-25,dividend,0.12
ACI,2022-07-25,dividend,0.12
ACI,2022-10-21,dividend,6.85
ACI,2022-10-28,dividend,0.12
ACI,2023-01-25,dividend,0.12
ACI,2023-04-25,dividend,0.12
ACI,2023-07-25,dividend,0.12
ACI,2023-10-30,dividend,0.12
ACI,2024-01-25,dividend,0.12
ACI,2024-04-25,dividend,0.12
ACI,2024-07-26,dividend,0.12
ACI,2024-10-28,dividend,0.12
ACI,2025-01-24,dividend,0.15
ACI,2025-04-25,dividend,0.15
ACI,2025-07-25,dividend,0.15
ACI,2025-10-24,dividend,0.15
ACI,2026-01-23,dividend,0.15
ACI,2026-04-24,dividend,0.17
ACI,2026-07-24,dividend,0.17
ACN,2016-10-19,dividend,1.21
ACN,2017-04-11,dividend,1.21
ACN,2017-10-18,dividend,1.33
ACN,2018-04-11,dividend,1.33
ACN,2018-10-17,dividend,1.46
ACN,2019-04-10,dividend,1.46
ACN,2019-10-16,dividend,0.8
ACN,2020-01-15,dividend,0.8
ACN,2020-04-15,dividend,0.8
ACN,2020-07-15,dividend,0.8
ACN,2020-10-09,dividend,0.88
ACN,2021-01-13,dividend,0.88
ACN,2021-04-14,dividend,0.88
ACN,2021-07-14,dividend,0.88
ACN,2021-10-13,dividend,0.97
ACN,2022-01-12,dividend,0.97
ACN,2022-04-13,dividend,0.97
ACN,2022-07-13,dividend,0.97
ACN,2022-10-12,dividend,1.12
ACN,2023-01-11,dividend,1.12
ACN,2023-04-12,dividend,1.12
ACN,2023-07-12,dividend,1.12
ACN,2023-10-11,dividend,1.29
ACN,2024-01-17,dividend,1.29
ACN,2024-04-10,dividend,1.29
ACN,2024-07-11,dividend,1.29
ACN,2024-10-10,dividend,1.48
ACN,2025-01-16,dividend,1.48
ACN,2025-04-10,dividend,1.48
ACN,2025-07-10,dividend,1.48
ACN,2026-04-09,dividend,1.63
ACN,2026-07-09,dividend,1.63
ADI,2016-11-30,dividend,0.42
ADI,2017-02-22,dividend,0.45
ADI,2017-06-07,dividend,0.45
ADI,2017-09-07,dividend,0.45
ADI,2017-11-30,dividend,0.45
ADI,2018-03-08,dividend,0.48
ADI,2018-06-07,dividend,0.48
ADI,2018-08-30,dividend,0.48
ADI,2018-11-28,dividend,0.48
ADI,2019-02-28,dividend,0.54
ADI,2019-05-30,dividend,0.54
ADI,2019-08-29,dividend,0.54
ADI,2019-12-05,dividend,0.54
ADI,2020-02-27,dividend,0.62
ADI,2020-05-28,dividend,0.62
ADI,2020-08-27,dividend,0.62
ADI,2020-12-03,dividend,0.62
ADI,2021-02-25,dividend,0.69
ADI,2021-05-27,dividend,0.69
ADI,2021-08-26,dividend,0.69
ADI,2021-12-02,dividend,0.69
ADI,2022-02-24,dividend,0.76
ADI,2022-05-27,dividend,0.76
ADI,2022-08-29,dividend,0.76
ADI,2022-12-02,dividend,0.76
ADI,2023-02-24,dividend,0.86
ADI,2023-06-02,dividend,0.86
ADI,2023-09-01,dividend,0.86
ADI,2023-12-01,dividend,0.86
ADI,2024-03-04,dividend,0.92
ADI,2024-06-04,dividend,0.92
ADI,2024-09-03,dividend,0.92
ADI,2024-12-09,dividend,0.92
ADI,2025-03-04,dividend,0.99
ADI,2025-06-04,dividend,0.99
ADI,2025-09-02,dividend,0.99
ADI,2025-12-08,dividend,0.99
ADI,2026-03-03,dividend,1.1
ADI,2026-06-02,dividend,1.1
ADI,2026-09-01,dividend,1.1
ADT,2018-03-23,dividend,0.035
ADT,2018-06-22,dividend,0.035
ADT,2018-09-17,dividend,0.035
ADT,2018-12-13,dividend,0.035
ADT,2019-04-01,dividend,0.035
ADT,2019-06-10,dividend,0.035
ADT,2019-09-10,dividend,0.035
ADT,2019-12-12,dividend,0.735
ADT,2020-03-18,dividend,0.035
ADT,2020-06-17,dividend,0.035
ADT,2020-09-17,dividend,0.035
ADT,2020-12-18,dividend,0.035
ADT,2021-03-17,dividend,0.035
ADT,2021-06-16,dividend,0.035
ADT,2021-09-15,dividend,0.035
ADT,2021-12-15,dividend,0.035
ADT,2022-03-16,dividend,0.035
ADT,2022-06-15,dividend,0.035
ADT,2022-09-14,dividend,0.035
ADT,2022-12-14,dividend,0.035
ADT,2023-03-15,dividend,0.035
ADT,2023-06-14,dividend,0.035
ADT,2023-09-14,dividend,0.035
ADT,2023-12-13,dividend,0.035
ADT,2024-03-13,dividend,0.055
ADT,2024-06-13,dividend,0.055
ADT,2024-09-13,dividend,0.055
ADT,2024-12-12,dividend,0.055
ADT,2025-03-13,dividend,0.055
ADT,2025-06-12,dividend,0.055
ADT,2025-09-11,dividend,0.055
ADT,2025-12-11,dividend,0.055
ADT,2026-03-12,dividend,0.055
ADT,2026-06-11,dividend,0.055
ADT,2026-09-10,dividend,0.055
AEG,2017-05-22,dividend,0.146
AEG,2017-08-17,dividend,0.153
AEG,2018-05-22,dividend,0.165
AEG,2019-05-21,dividend,0.167
AEG,2019-08-23,dividend,0.166
AEG,2020-08-21,dividend,0.071
AEG,2021-06-07,dividend,0.073
AEG,2021-08-26,dividend,0.093
AEG,2022-06-02,dividend,0.096
AEG,2022-08-23,dividend,0.11
AEG,2023-05-26,dividend,0.129
AEG,2023-08-29,dividend,0.151
AEG,2024-06-17,dividend,0.172
AEG,2024-09-05,dividend,0.177
AEG,2025-06-17,dividend,0.22
AEG,2026-06-15,dividend,0.247
AEG,2026-09-03,dividend,0.246
AEHL,2020-09-03,split,0.3333333333333333
AEHL,2023-09-18,split,0.1
AEHL,2025-04-04,split,0.025
AEHL,2026-03-05,split,0.16666666666666666
AEHL,2026-08-10,split,0.0625
AEMD,2019-10-15,split,0.06666666666666667
AEMD,2023-10-05,split,0.1
AEMD,2025-06-09,split,0.125
AEMD,2025-10-20,split,0.1
AEMD,2026-08-04,split,0.2
AEO,2016-10-05,dividend,0.125
AEO,2016-12-14,dividend,0.125
AEO,2017-04-05,dividend,0.125
AEO,2017-07-05,dividend,0.125
AEO,2017-10-05,dividend,0.125
AEO,2017-12-14,dividend,0.125
AEO,2018-04-12,dividend,0.138
AEO,2018-07-12,dividend,0.138
AEO,2018-10-11,dividend,0.138
AEO,2018-12-13,dividend,0.138
AEO,2019-04-11,dividend,0.138
AEO,2019-07-11,dividend,0.138
AEO,2019-10-10,dividend,0.138
AEO,2020-01-02,dividend,0.138
AEO,2020-12-15,dividend,0.138
AEO,2021-03-11,dividend,0.138
AEO,2021-07-08,dividend,0.18
AEO,2021-10-07,dividend,0.18
AEO,2021-12-09,dividend,0.18
AEO,2022-03-10,dividend,0.18
AEO,2022-07-07,dividend,0.18
AEO,2023-04-05,dividend,0.1
AEO,2023-07-06,dividend,0.1
AEO,2023-10-12,dividend,0.1
AEO,2024-01-04,dividend,0.125
AEO,2024-04-11,dividend,0.125
AEO,2024-07-12,dividend,0.125
AEO,2024-10-11,dividend,0.125
AEO,2025-01-10,dividend,0.125
AEO,2025-04-11,dividend,0.125
AEO,2025-07-11,dividend,0.125
AEO,2025-10-10,dividend,0.125
AEO,2026-01-09,dividend,0.125
AEO,2026-04-10,dividend,0.125
AEO,2026-07-10,dividend,0.125
AEON,2025-02-26,split,0.013888888888888888
AEP,2016-11-08,dividend,0.59
AEP,2017-02-08,dividend,0.59
AEP,2017-05-08,dividend,0.59
AEP,2017-08-08,dividend,0.59
AEP,2017-11-09,dividend,0.62
AEP,2018-02-08,dividend,0.62
AEP,2018-05-09,dividend,0.62
AEP,2018-08-09,dividend,0.62
AEP,2018-11-08,dividend,0.67
AEP,2019-02-07,dividend,0.67
AEP,2019-05-09,dividend,0.67
AEP,2019-08-08,dividend,0.67
AEP,2019-11-07,dividend,0.7
AEP,2020-02-07,dividend,0.7
AEP,2020-05-07,dividend,0.7
AEP,2020-08-07,dividend,0.7
AEP,2020-11-09,dividend,0.74
AEP,2021-02-09,dividend,0.74
AEP,2021-05-07,dividend,0.74
AEP,2021-08-09,dividend,0.74
AEP,2021-11-09,dividend,0.78
AEP,2022-02-09,dividend,0.78
AEP,2022-05-09,dividend,0.78
AEP,2022-08-09,dividend,0.78
AEP,2022-11-09,dividend,0.83
AEP,2023-02-09,dividend,0.83
AEP,2023-05-09,dividend,0.83
AEP,2023-08-09,dividend,0.83
AEP,2023-11-09,dividend,0.88
AEP,2024-02-08,dividend,0.88
AEP,2024-05-09,dividend,0.88
AEP,2024-08-09,dividend,0.88
AEP,2024-11-08,dividend,0.93
AEP,2025-02-10,dividend,0.93
AEP,2025-05-09,dividend,0.93
AEP,2025-08-08,dividend,0.93
AEP,2025-11-10,dividend,0.95
AEP,2026-02-10,dividend,0.95
AEP,2026-05-08,dividend,0.95
AEP,2026-08-10,dividend,0.95
AES,2016-10-28,dividend,0.11
AES,2017-01-30,dividend,0.12
AES,2017-04-27,dividend,0.12
AES,2017-08-01,dividend,0.12
AES,2017-10-31,dividend,0.12
AES,2018-01-31,dividend,0.13
AES,2018-04-30,dividend,0.13
AES,2018-08-02,dividend,0.13
AES,2018-10-31,dividend,0.13
AES,2019-01-31,dividend,0.137
AES,2019-04-30,dividend,0.137
AES,2019-07-31,dividend,0.137
AES,2019-10-31,dividend,0.137
AES,2020-01-30,dividend,0.143
AES,2020-04-30,dividend,0.143
AES,2020-07-31,dividend,0.143
AES,2020-10-29,dividend,0.143
AES,2021-01-28,dividend,0.151
AES,2021-04-29,dividend,0.151
AES,2021-07-30,dividend,0.151
AES,2021-11-01,dividend,0.151
AES,2022-01-31,dividend,0.158
AES,2022-04-28,dividend,0.158
AES,2022-07-29,dividend,0.158
AES,2022-10-31,dividend,0.158
AES,2023-01-31,dividend,0.166
AES,2023-04-28,dividend,0.166
AES,2023-07-31,dividend,0.166
AES,2023-10-31,dividend,0.166
AES,2024-01-31,dividend,0.173
AES,2024-04-30,dividend,0.173
AES,2024-08-01,dividend,0.173
AES,2024-11-01,dividend,0.173
AES,2025-01-31,dividend,0.176
AES,2025-05-01,dividend,0.176
AES,2025-08-01,dividend,0.176
AES,2025-10-31,dividend,0.176
AES,2026-01-30,dividend,0.176
AES,2026-05-01,dividend,0.176
AES,2026-07-31,dividend,0.176
AESI,2023-05-12,dividend,0.3
AESI,2023-08-09,dividend,0.2
AESI,2023-11-08,dividend,0.2
AESI,2024-02-21,dividend,0.21
AESI,2024-05-15,dividend,0.22
AESI,2024-08-15,dividend,0.23
AESI,2024-11-07,dividend,0.24
AESI,2025-02-21,dividend,0.25
AESI,2025-05-15,dividend,0.25
AESI,2025-08-14,dividend,0.25
AG,2021-05-14,dividend,0.005
AG,2021-08-25,dividend,0.006
AG,2021-11-16,dividend,0.005
AG,2022-03-18,dividend,0.008
AG,2022-05-24,dividend,0.006
AG,2022-08-15,dividend,0.006
AG,2022-11-21,dividend,0.006
AG,2023-03-09,dividend,0.005
AG,2023-05-17,dividend,0.006
AG,2023-08-15,dividend,0.005
AG,2023-11-14,dividend,0.005
AG,2024-03-13,dividend,0.005
AG,2024-05-16,dividend,0.004
AG,2024-08-16,dividend,0.005
AG,2024-11-15,dividend,0.005
AG,2025-02-28,dividend,0.006
AG,2025-05-16,dividend,0.005
AG,2026-02-27,dividend,0.008
AG,2026-05-20,dividend,0.017
AG,2026-08-14,dividend,0.015
AGI,2016-10-12,dividend,0.01
AGI,2017-04-11,dividend,0.01
AGI,2017-10-13,dividend,0.01
AGI,2018-04-13,dividend,0.01
AGI,2019-03-14,dividend,0.01
AGI,2019-06-13,dividend,0.01
AGI,2019-09-13,dividend,0.01
AGI,2019-12-05,dividend,0.01
AGI,2020-03-16,dividend,0.015
AGI,2020-06-15,dividend,0.015
AGI,2020-09-15,dividend,0.015
AGI,2020-12-04,dividend,0.02
AGI,2021-03-16,dividend,0.025
AGI,2021-06-15,dividend,0.025
AGI,2021-09-15,dividend,0.025
AGI,2021-12-06,dividend,0.025
AGI,2022-03-16,dividend,0.025
AGI,2022-06-15,dividend,0.025
AGI,2022-09-14,dividend,0.025
AGI,2022-12-05,dividend,0.025
AGI,2023-03-15,dividend,0.025
AGI,2023-06-14,dividend,0.025
AGI,2023-09-13,dividend,0.025
AGI,2023-12-05,dividend,0.025
AGI,2024-03-13,dividend,0.025
AGI,2024-06-13,dividend,0.025
AGI,2024-09-12,dividend,0.025
AGI,2024-12-05,dividend,0.025
AGI,2025-03-13,dividend,0.025
AGI,2025-06-12,dividend,0.025
AGI,2026-03-12,dividend,0.04
AGI,2026-06-11,dividend,0.04
AGI,2026-09-10,dividend,0.04
AGNC,2016-09-28,dividend,0.18
AGNC,2016-10-27,dividend,0.18
AGNC,2016-11-28,dividend,0.18
AGNC,2016-12-28,dividend,0.18
AGNC,2017-01-27,dividend,0.18
AGNC,2017-02-24,dividend,0.18
AGNC,2017-03-29,dividend,0.18
AGNC,2017-04-26,dividend,0.18
AGNC,2017-05-26,dividend,0.18
AGNC,2017-06-28,dividend,0.18
AGNC,2017-07-27,dividend,0.18
AGNC,2017-08-29,dividend,0.18
AGNC,2017-09-28,dividend,0.18
AGNC,2017-10-30,dividend,0.18
AGNC,2017-11-29,dividend,0.18
AGNC,2017-12-28,dividend,0.18
AGNC,2018-01-30,dividend,0.18
AGNC,2018-02-27,dividend,0.18
AGNC,2018-03-28,dividend,0.18
AGNC,2018-04-27,dividend,0.18
AGNC,2018-05-30,dividend,0.18
AGNC,2018-06-28,dividend,0.18
AGNC,2018-07-30,dividend,0.18
AGNC,2018-08-30,dividend,0.18
AGNC,2018-09-27,dividend,0.18
AGNC,2018-10-30,dividend,0.18
AGNC,2018-11-29,dividend,0.18
AGNC,2018-12-28,dividend,0.18
AGNC,2019-01-30,dividend,0.18
AGNC,2019-02-27,dividend,0.18
AGNC,2019-03-28,dividend,0.18
AGNC,2019-04-29,dividend,0.18
AGNC,2019-05-30,dividend,0.16
AGNC,2019-06-27,dividend,0.16
AGNC,2019-07-30,dividend,0.16
AGNC,2019-08-29,dividend,0.16
AGNC,2019-09-27,dividend,0.16
AGNC,2019-10-30,dividend,0.16
AGNC,2019-11-27,dividend,0.16
AGNC,2019-12-30,dividend,0.16
AGNC,2020-01-30,dividend,0.16
AGNC,2020-02-27,dividend,0.16
AGNC,2020-03-30,dividend,0.16
AGNC,2020-04-29,dividend,0.12
AGNC,2020-05-28,dividend,0.12
AGNC,2020-06-29,dividend,0.12
AGNC,2020-07-30,dividend,0.12
AGNC,2020-08-28,dividend,0.12
AGNC,2020-09-29,dividend,0.12
AGNC,2020-10-29,dividend,0.12
AGNC,2020-11-27,dividend,0.12
AGNC,2020-12-30,dividend,0.12
AGNC,2021-01-28,dividend,0.12
AGNC,2021-02-25,dividend,0.12
AGNC,2021-03-30,dividend,0.12
AGNC,2021-04-29,dividend,0.12
AGNC,2021-05-27,dividend,0.12
AGNC,2021-06-29,dividend,0.12
AGNC,2021-07-29,dividend,0.12
AGNC,2021-08-30,dividend,0.12
AGNC,2021-09-29,dividend,0.12
AGNC,2021-10-28,dividend,0.12
AGNC,2021-11-29,dividend,0.12
AGNC,2021-12-30,dividend,0.12
AGNC,2022-01-28,dividend,0.12
AGNC,2022-02-25,dividend,0.12
AGNC,2022-03-30,dividend,0.12
AGNC,2022-04-28,dividend,0.12
AGNC,2022-05-27,dividend,0.12
AGNC,2022-06-29,dividend,0.12
AGNC,2022-07-28,dividend,0.12
AGNC,2022-08-30,dividend,0.12
AGNC,2022-09-29,dividend,0.12
AGNC,2022-10-28,dividend,0.12
AGNC,2022-11-29,dividend,0.12
AGNC,2022-12-29,dividend,0.12
AGNC,2023-01-30,dividend,0.12
AGNC,2023-02-27,dividend,0.12
AGNC,2023-03-30,dividend,0.12
AGNC,2023-04-27,dividend,0.12
AGNC,2023-05-30,dividend,0.12
AGNC,2023-06-29,dividend,0.12
AGNC,2023-07-28,dividend,0.12
AGNC,2023-08-30,dividend,0.12
AGNC,2023-09-28,dividend,0.12
AGNC,2023-10-30,dividend,0.12
AGNC,2023-11-29,dividend,0.12
AGNC,2023-12-28,dividend,0.12
AGNC,2024-01-30,dividend,0.12
AGNC,2024-02-28,dividend,0.12
AGNC,2024-03-27,dividend,0.12
AGNC,2024-04-29,dividend,0.12
AGNC,2024-05-31,dividend,0.12
AGNC,2024-06-28,dividend,0.12
AGNC,2024-07-31,dividend,0.12
AGNC,2024-08-30,dividend,0.12
AGNC,2024-09-30,dividend,0.12
AGNC,2024-10-31,dividend,0.12
AGNC,2024-11-29,dividend,0.12
AGNC,2024-12-31,dividend,0.12
AGNC,2025-01-31,dividend,0.12
AGNC,2025-02-28,dividend,0.12
AGNC,2025-03-31,dividend,0.12
AGNC,2025-04-30,dividend,0.12
AGNC,2025-05-30,dividend,0.12
AGNC,2025-06-30,dividend,0.12
AGNC,2025-07-31,dividend,0.12
AGNC,2025-08-29,dividend,0.12
AGNC,2025-09-30,dividend,0.12
AGNC,2025-10-31,dividend,0.12
AGNC,2025-11-28,dividend,0.12
AGNC,2025-12-31,dividend,0.12
AGNC,2026-01-30,dividend,0.12
AGNC,2026-02-27,dividend,0.12
AGNC,2026-03-31,dividend,0.12
AGNC,2026-04-30,dividend,0.12
AGNC,2026-05-29,dividend,0.12
AGNC,2026-06-30,dividend,0.12
AGNC,2026-07-31,dividend,0.12
AGNC,2026-08-31,dividend,0.12
AHR,2024-03-27,dividend,0.25
AHR,2024-06-27,dividend,0.25
AHR,2024-09-20,dividend,0.25
AHR,2024-12-31,dividend,0.25
AHR,2025-03-31,dividend,0.25
AHR,2025-06-30,dividend,0.25
AHR,2025-09-30,dividend,0.25
AHR,2025-12-31,dividend,0.25
AHR,2026-03-31,dividend,0.25
AHR,2026-06-30,dividend,0.25
AIM,2019-06-11,split,0.022727272727272728
AIM,2025-06-12,split,0.01
AIM,2026-02-10,split,1.031
AIXC,2018-03-23,split,0.1
AIXC,2020-05-26,split,0.04
AIXC,2022-11-23,split,0.1
AIXC,2024-11-05,split,0.02
AIXI,2024-08-23,split,0.1111111111111111
AIXI,2026-05-11,split,0.05
AIXI,2026-09-08,split,0.14285714285714285
ALM,2025-07-07,split,0.6666666666666666
ALM,2025-07-08,split,0.6666666666666666
ALT,2018-09-14,split,0.03333333333333333
AMAT,2016-11-22,dividend,0.1
AMAT,2017-02-17,dividend,0.1
AMAT,2017-05-23,dividend,0.1
AMAT,2017-08-22,dividend,0.1
AMAT,2017-11-22,dividend,0.1
AMAT,2018-02-20,dividend,0.1
AMAT,2018-05-23,dividend,0.2
AMAT,2018-08-22,dividend,0.2
AMAT,2018-11-21,dividend,0.2
AMAT,2019-02-20,dividend,0.2
AMAT,2019-05-22,dividend,0.21
AMAT,2019-08-21,dividend,0.21
AMAT,2019-11-20,dividend,0.21
AMAT,2020-02-18,dividend,0.21
AMAT,2020-05-20,dividend,0.22
AMAT,2020-08-19,dividend,0.22
AMAT,2020-11-18,dividend,0.22
AMAT,2021-02-24,dividend,0.22
AMAT,2021-05-26,dividend,0.24
AMAT,2021-08-25,dividend,0.24
AMAT,2021-11-24,dividend,0.24
AMAT,2022-02-22,dividend,0.24
AMAT,2022-05-25,dividend,0.26
AMAT,2022-08-24,dividend,0.26
AMAT,2022-11-23,dividend,0.26
AMAT,2023-02-22,dividend,0.26
AMAT,2023-05-24,dividend,0.32
AMAT,2023-08-23,dividend,0.32
AMAT,2023-11-22,dividend,0.32
AMAT,2024-02-21,dividend,0.32
AMAT,2024-05-22,dividend,0.4
AMAT,2024-08-22,dividend,0.4
AMAT,2024-11-21,dividend,0.4
AMAT,2025-02-20,dividend,0.4
AMAT,2025-05-22,dividend,0.46
AMAT,2025-08-21,dividend,0.46
AMAT,2025-11-20,dividend,0.46
AMAT,2026-02-19,dividend,0.46
AMAT,2026-05-21,dividend,0.53
AMAT,2026-08-20,dividend,0.53
AMC,2016-12-01,dividend,2.0
AMC,2017-03-09,dividend,2.0
AMC,2017-06-01,dividend,2.0
AMC,2017-09-08,dividend,2.0
AMC,2017-12-01,dividend,2.0
AMC,2018-03-09,dividend,2.0
AMC,2018-06-08,dividend,2.0
AMC,2018-09-07,dividend,2.0
AMC,2018-09-24,dividend,15.5
AMC,2018-12-07,dividend,2.0
AMC,2019-03-08,dividend,2.0
AMC,2019-06-07,dividend,2.0
AMC,2019-09-06,dividend,2.0
AMC,2019-11-29,dividend,2.0
AMC,2020-03-06,dividend,0.3
AMC,2023-08-24,split,0.1
AMCR,2017-02-24,dividend,0.99
AMCR,2017-09-04,dividend,0.238
AMCR,2017-09-05,dividend,1.19
AMCR,2018-02-27,dividend,1.03
AMCR,2018-09-07,dividend,1.175
AMCR,2019-03-04,dividend,1.055
AMCR,2019-04-26,dividend,0.59
AMCR,2019-09-10,dividend,0.6
AMCR,2019-11-26,dividend,0.575
